# strings this corpus segments more than one way, worst first.
# minority = token instances that would change if the majority form were made canonical.
# forms lists every observed segmentation as form:count, majority first.
surface	total	minority	majority	forms	splits
洋服ダンス	3	1	洋服|ダンス	洋服|ダンス:2 洋服ダンス:1	train=3
涙した	3	1	涙した	涙した:2 涙|した:1	train=3
満々だ	3	1	満々|だ	満々|だ:2 満々だ:1	train=3
満員です	3	1	満員です	満員です:2 満員|です:1	train=3
満開で	3	1	満開|で	満開|で:2 満開で:1	train=3
漏らさないよう	3	1	漏らさないよう	漏らさないよう:2 漏らさない|よう:1	train=3
漏れたらしい	3	1	漏れたらしい	漏れたらしい:2 漏れた|らしい:1	train=3
無敵の	3	1	無敵|の	無敵|の:2 無敵の:1	train=3
無理ない	3	1	無理|ない	無理|ない:2 無理ない:1	train=3
無礼者	3	1	無礼|者	無礼|者:2 無礼者:1	train=3
無謀運転	3	1	無謀|運転	無謀|運転:2 無謀運転:1	train=3
焦るな	3	1	焦るな	焦るな:2 焦る|な:1	train=3
爪先立ち	3	1	爪先立ち	爪先立ち:2 爪先|立ち:1	train=3
犯しがちで	3	1	犯し|がちで	犯し|がちで:2 犯しがちで:1	train=2,val=1
狭いわ	3	1	狭い|わ	狭い|わ:2 狭いわ:1	train=3
猛スピード	3	1	猛スピード	猛スピード:2 猛|スピード:1	test=1,train=2
献身的	3	1	献身的	献身的:2 献身|的:1	train=3
現われる	3	1	現われる	現われる:2 現|われる:1	train=3
生まれ変わった	3	1	生まれ変わった	生まれ変わった:2 生まれ|変わった:1	train=3
産児制限	3	1	産児|制限	産児|制限:2 産児制限:1	train=3
田園生活	3	1	田園|生活	田園|生活:2 田園生活:1	train=3
留守でした	3	1	留守|でした	留守|でした:2 留守でした:1	train=3
留守番電話	3	1	留守番電話	留守番電話:2 留守番|電話:1	train=3
異母兄弟	3	1	異母|兄弟	異母|兄弟:2 異母兄弟:1	train=3
痛くなった	3	1	痛くなった	痛くなった:2 痛く|なった:1	train=3
白だ	3	1	白|だ	白|だ:2 白だ:1	train=3
的はずれだ	3	1	的はずれ|だ	的はずれ|だ:2 的はずれだ:1	train=3
相思相愛	3	1	相思相愛	相思相愛:2 相思|相愛:1	train=3
眠くなっちゃう	3	1	眠くなっちゃう	眠くなっちゃう:2 眠く|なっちゃう:1	train=3
睡眠時間	3	1	睡眠|時間	睡眠|時間:2 睡眠時間:1	train=3
知らなければならない	3	1	知らなければ|ならない	知らなければ|ならない:2 知らなければならない:1	train=3
短気で	3	1	短気で	短気で:2 短気|で:1	train=3
社会不安	3	1	社会|不安	社会|不安:2 社会不安:1	train=3
税制改革	3	1	税制改革	税制改革:2 税制|改革:1	train=3
税込み	3	1	税込み	税込み:2 税|込み:1	train=3
種なし	3	1	種なし	種なし:2 種|なし:1	train=3
穴だらけ	3	1	穴だらけ	穴だらけ:2 穴|だらけ:1	train=3
空き部屋	3	1	空き|部屋	空き|部屋:2 空き部屋:1	train=3
空っぽの	3	1	空っぽ|の	空っぽ|の:2 空っぽの:1	train=3
空即是色	3	1	空|即|是|色	空|即|是|色:2 空即是色:1	train=3
空飛ぶ	3	1	空|飛ぶ	空|飛ぶ:2 空飛ぶ:1	train=3
立入禁止	3	1	立入|禁止	立入|禁止:2 立入禁止:1	train=3
笑いかけて	3	1	笑いかけて	笑いかけて:2 笑い|かけて:1	train=3
笑い出す	3	1	笑い出す	笑い出す:2 笑い|出す:1	train=3
第一段階	3	1	第一|段階	第一|段階:2 第一段階:1	train=3
納め時	3	1	納め|時	納め|時:2 納め時:1	train=3
結婚指輪	3	1	結婚指輪	結婚指輪:2 結婚|指輪:1	train=3
緑の党	3	1	緑の党	緑の党:2 緑|の|党:1	train=3
罰した	3	1	罰した	罰した:2 罰|した:1	train=3
習い性	3	1	習い|性	習い|性:2 習い性:1	train=3
考えがちで	3	1	考えがちで	考えがちで:2 考え|がちで:1	train=3
考え過ぎだ	3	1	考え過ぎ|だ	考え過ぎ|だ:2 考え過ぎだ:1	train=3
聞いたろ	3	1	聞いた|ろ	聞いた|ろ:2 聞いたろ:1	train=3
聞き入れて	3	1	聞き入れて	聞き入れて:2 聞き|入れて:1	train=3
聞こえなくなった	3	1	聞こえなくなった	聞こえなくなった:2 聞こえなく|なった:1	train=3
能なし	3	1	能|なし	能|なし:2 能なし:1	train=3
自信過剰だ	3	1	自信|過剰だ	自信|過剰だ:2 自信過剰だ:1	train=3
自動ドア	3	1	自動ドア	自動ドア:2 自動|ドア:1	train=3
自己表現	3	1	自己表現	自己表現:2 自己|表現:1	train=3
自然科学	3	1	自然|科学	自然|科学:2 自然科学:1	train=3
自転車通勤	3	1	自転車通勤	自転車通勤:2 自転車|通勤:1	train=3
良くなりました	3	1	良くなりました	良くなりました:2 良く|なりました:1	train=3
色即是空	3	1	色|即|是|空	色|即|是|空:2 色即是空:1	train=3
花嫁さん	3	1	花嫁|さん	花嫁|さん:2 花嫁さん:1	train=3
英字新聞	3	1	英字|新聞	英字|新聞:2 英字新聞:1	train=3
英語部	3	1	英語|部	英語|部:2 英語部:1	train=3
菊干代	3	1	菊|干代	菊|干代:2 菊干代:1	train=3
行きたがらない	3	1	行き|たがらない	行き|たがらない:2 行きたがらない:1	train=3
行こっか	3	1	行こっ|か	行こっ|か:2 行こっか:1	train=3
表する	3	1	表する	表する:2 表|する:1	train=3
被害額	3	1	被害|額	被害|額:2 被害額:1	train=3
裸だ	3	1	裸だ	裸だ:2 裸|だ:1	train=3
複雑骨折	3	1	複雑|骨折	複雑|骨折:2 複雑骨折:1	train=3
襲撃者	3	1	襲撃|者	襲撃|者:2 襲撃者:1	train=3
見えやしない	3	1	見え|や|しない	見え|や|しない:2 見えやしない:1	train=3
見つけ出した	3	1	見つけ出した	見つけ出した:2 見つけ|出した:1	train=3
見てやがる	3	1	見てやがる	見てやがる:2 見て|やがる:1	train=3
見てんだ	3	1	見てんだ	見てんだ:2 見て|ん|だ:1	train=3
親離れ	3	1	親離れ	親離れ:2 親|離れ:1	train=3
観光スポット	3	1	観光|スポット	観光|スポット:2 観光スポット:1	train=3
解決方法	3	1	解決|方法	解決|方法:2 解決方法:1	train=3
言い出した	3	1	言い出した	言い出した:2 言い|出した:1	train=3
試験前	3	1	試験|前	試験|前:2 試験前:1	train=3
話さないで	3	1	話さないで	話さないで:2 話さない|で:1	train=3
話しして	3	1	話し|して	話し|して:2 話しして:1	train=3
誘導尋問	3	1	誘導|尋問	誘導|尋問:2 誘導尋問:1	train=3
読まないと	3	1	読まない|と	読まない|と:2 読まないと:1	train=3
読み切れない	3	1	読み切れない	読み切れない:2 読み|切れない:1	train=3
読み終わりました	3	1	読み|終わりました	読み|終わりました:2 読み終わりました:1	train=3
読んでん	3	1	読んで|ん	読んで|ん:2 読んでん:1	train=3
課長さん	3	1	課長|さん	課長|さん:2 課長さん:1	train=3
調べ始めた	3	1	調べ|始めた	調べ|始めた:2 調べ始めた:1	train=3
財政状態	3	1	財政|状態	財政|状態:2 財政状態:1	train=3
貿易会社	3	1	貿易会社	貿易会社:2 貿易|会社:1	train=3
賛成でしょ	3	1	賛成|でしょ	賛成|でしょ:2 賛成でしょ:1	train=3
賛成投票	3	1	賛成|投票	賛成|投票:2 賛成投票:1	train=3
賢明でない	3	1	賢明で|ない	賢明で|ない:2 賢明でない:1	train=3
質問攻め	3	1	質問攻め	質問攻め:2 質問|攻め:1	train=3
赤だ	3	1	赤だ	赤だ:2 赤|だ:1	train=3
赤です	3	1	赤|です	赤|です:2 赤です:1	train=3
走り始めた	3	1	走り始めた	走り始めた:2 走り|始めた:1	train=3
走り抜けた	3	1	走り抜けた	走り抜けた:2 走り|抜けた:1	train=3
起こしかた	3	1	起こし|かた	起こし|かた:2 起こしかた:1	train=3
踊り方	3	1	踊り|方	踊り|方:2 踊り方:1	train=3
軍曹殿	3	1	軍曹殿	軍曹殿:2 軍曹|殿:1	train=3
農家さん	3	1	農家さん	農家さん:2 農家|さん:1	train=3
近隣諸国	3	1	近隣|諸国	近隣|諸国:2 近隣諸国:1	train=3
追い込まれた	3	1	追い込まれた	追い込まれた:2 追い|込まれた:1	train=3
送り返して	3	1	送り返して	送り返して:2 送り|返して:1	train=3
通しだった	3	1	通し|だった	通し|だった:2 通しだった:1	train=3
通じさせる	3	1	通じさせる	通じさせる:2 通じさせ|る:1	train=3
通行人Ｃ	3	1	通行人|Ｃ	通行人|Ｃ:2 通行人Ｃ:1	train=3
連れてった	3	1	連れて|った	連れて|った:2 連れてった:1	train=3
遅くなりました	3	1	遅く|なりました	遅く|なりました:2 遅くなりました:1	train=3
遊び友達	3	1	遊び|友達	遊び|友達:2 遊び友達:1	train=3
遊泳禁止	3	1	遊泳|禁止	遊泳|禁止:2 遊泳禁止:1	train=3
運転方法	3	1	運転|方法	運転|方法:2 運転方法:1	train=3
達う	3	1	達|う	達|う:2 達う:1	train=3
違法行為	3	1	違法|行為	違法|行為:2 違法行為:1	train=3
遠路はるばる	3	1	遠路はるばる	遠路はるばる:2 遠路|はるばる:1	train=3
部長さん	3	1	部長さん	部長さん:2 部長|さん:1	train=3
郵便料金	3	1	郵便料金	郵便料金:2 郵便|料金:1	train=3
重くなった	3	1	重くなった	重くなった:2 重く|なった:1	train=3
重傷だった	3	1	重傷|だった	重傷|だった:2 重傷だった:1	train=2,val=1
重病だ	3	1	重病|だ	重病|だ:2 重病だ:1	train=3
重要人物	3	1	重要|人物	重要|人物:2 重要人物:1	train=3
野菜スープ	3	1	野菜|スープ	野菜|スープ:2 野菜スープ:1	train=3
銀行マン	3	1	銀行マン	銀行マン:2 銀行|マン:1	train=3
閉所恐怖症	3	1	閉所恐怖症	閉所恐怖症:2 閉所|恐怖症:1	train=3
降りはじめた	3	1	降りはじめた	降りはじめた:2 降り|はじめた:1	train=3
陳列台	3	1	陳列|台	陳列|台:2 陳列台:1	train=3
陽気さ	3	1	陽気|さ	陽気|さ:2 陽気さ:1	train=3
隔てられて	3	1	隔てられて	隔てられて:2 隔て|られて:1	train=3
隠れみの	3	1	隠れみの	隠れみの:2 隠れみ|の:1	train=3
電気料金	3	1	電気料金	電気料金:2 電気|料金:1	train=3
静まりかえって	3	1	静まりかえって	静まりかえって:2 静まり|かえって:1	train=3
非売品	3	1	非|売品	非|売品:2 非売品:1	test=1,train=2
音楽鑑賞	3	1	音楽鑑賞	音楽鑑賞:2 音楽|鑑賞:1	train=3
頼んできた	3	1	頼んで|きた	頼んで|きた:2 頼んできた:1	train=3
顧問弁護士	3	1	顧問弁護士	顧問弁護士:2 顧問|弁護士:1	train=3
飛びぬけて	3	1	飛びぬけて	飛びぬけて:2 飛び|ぬけて:1	train=3
飛び起きた	3	1	飛び|起きた	飛び|起きた:2 飛び起きた:1	train=3
飢え死にする	3	1	飢え死に|する	飢え死に|する:2 飢え死にする:1	train=3
飲みすぎだ	3	1	飲みすぎ|だ	飲みすぎ|だ:2 飲みすぎだ:1	test=1,train=2
飲み方	3	1	飲み|方	飲み|方:2 飲み方:1	train=3
飲み終える	3	1	飲み終える	飲み終える:2 飲み|終える:1	train=3
飲み過ぎた	3	1	飲み過ぎた	飲み過ぎた:2 飲み|過ぎた:1	train=3
養子縁組	3	1	養子縁組	養子縁組:2 養子|縁組:1	train=3
馬鹿げている	3	1	馬鹿げて|いる	馬鹿げて|いる:2 馬鹿げている:1	train=3
駆け上った	3	1	駆け上った	駆け上った:2 駆け|上った:1	train=3
高くありません	3	1	高くありません	高くありません:2 高く|ありません:1	train=3
高額の	3	1	高額|の	高額|の:2 高額の:1	train=3
麦先生	3	1	麦|先生	麦|先生:2 麦先生:1	train=3
黄色だった	3	1	黄色|だった	黄色|だった:2 黄色だった:1	train=3
黄色で	3	1	黄色|で	黄色|で:2 黄色で:1	train=3
ＣＤプレーヤー	3	1	ＣＤプレーヤー	ＣＤプレーヤー:2 ＣＤ|プレーヤー:1	train=3
あったようだ	2	1	あったようだ	あったようだ:1 あった|よう|だ:1	train=2
あほんだら	2	1	あほんだら	あほんだら:1 あほ|ん|だら:1	train=2
ありがた迷惑だ	2	1	ありがた迷惑だ	ありがた迷惑だ:1 ありがた|迷惑|だ:1	train=2
ありゃしない	2	1	ありゃしない	ありゃしない:1 ありゃ|しない:1	train=2
いいねえ	2	1	いいねえ	いいねえ:1 いい|ねえ:1	train=2
いきな	2	1	いきな	いきな:1 いき|な:1	train=2
いくさ	2	1	いく|さ	いく|さ:1 いくさ:1	train=2
いただけだった	2	1	いた|だけ|だった	いた|だけ|だった:1 いただけだった:1	train=2
いたっけ	2	1	いたっけ	いたっけ:1 いた|っけ:1	train=2
いたんでいた	2	1	いたんで|いた	いたんで|いた:1 いたんでいた:1	train=2
いっぱいいっぱいです	2	1	いっぱいいっぱいです	いっぱいいっぱいです:1 いっぱいいっぱい|です:1	train=2
いなくなったら	2	1	いなく|なったら	いなく|なったら:1 いなくなったら:1	train=2
いなくなって	2	1	いなく|なって	いなく|なって:1 いなくなって:1	train=2
いやや	2	1	いやや	いやや:1 いや|や:1	train=2
いわんと	2	1	いわんと	いわんと:1 いわん|と:1	test=1,train=1
うおのめ	2	1	うお|の|め	うお|の|め:1 うおのめ:1	train=2
うまくいかなければ	2	1	うまく|いかなければ	うまく|いかなければ:1 うまくいかなければ:1	train=2
うれし涙	2	1	うれし涙	うれし涙:1 うれし|涙:1	train=2
う～っ	2	1	う|～|っ	う|～|っ:1 う～っ:1	train=2
おかえりなさい	2	1	おかえり|なさい	おかえり|なさい:1 おかえりなさい:1	train=2
おたがいに	2	1	おたがいに	おたがいに:1 おたがい|に:1	train=2
おばあ様	2	1	おばあ様	おばあ様:1 おばあ|様:1	train=2
おぼれかけた	2	1	おぼれ|かけた	おぼれ|かけた:1 おぼれかけた:1	train=2
おろかな	2	1	おろか|な	おろか|な:1 おろかな:1	train=2
お乗りください	2	1	お乗りください	お乗りください:1 お乗り|ください:1	train=2
お伝えいただけます	2	1	お|伝えいただけます	お|伝えいただけます:1 お伝えいただけます:1	train=2
お住まいの	2	1	お|住まい|の	お|住まい|の:1 お住まいの:1	train=2
お使いです	2	1	お使いです	お使いです:1 お使い|です:1	train=2
お出迎え	2	1	お出迎え	お出迎え:1 お|出迎え:1	train=2
お切りください	2	1	お|切りください	お|切りください:1 お切りください:1	train=2
お前ん家	2	1	お前|ん家	お前|ん家:1 お前ん家:1	train=2
お力添え	2	1	お|力添え	お|力添え:1 お力添え:1	train=2
お受け取りください	2	1	お受け取りください	お受け取りください:1 お|受け取りください:1	train=2
お召し上がれ	2	1	お|召し上がれ	お|召し上がれ:1 お召し上がれ:1	train=2
お困りです	2	1	お困りです	お困りです:1 お困り|です:1	train=2
お姑さん	2	1	お姑さん	お姑さん:1 お姑|さん:1	train=2
お安い	2	1	お安い	お安い:1 お|安い:1	train=2
お悔やみ	2	1	お悔やみ	お悔やみ:1 お|悔やみ:1	train=2
お書き	2	1	お書き	お書き:1 お|書き:1	train=2
お祖母さん	2	1	お祖母|さん	お祖母|さん:1 お祖母さん:1	train=2
お立ち	2	1	お立ち	お立ち:1 お|立ち:1	train=2
お聞きください	2	1	お|聞きください	お|聞きください:1 お聞きください:1	train=2
お聞き下さい	2	1	お|聞き下さい	お|聞き下さい:1 お聞き下さい:1	train=2
お見せしましょう	2	1	お見せ|しましょう	お見せ|しましょう:1 お見せしましょう:1	train=2
お連れさん	2	1	お連れ|さん	お連れ|さん:1 お連れさん:1	train=2
お過ごしください	2	1	お過ごしください	お過ごしください:1 お|過ごしください:1	train=2
お隣同士	2	1	お隣同士	お隣同士:1 お隣|同士:1	train=2
お飲みください	2	1	お飲みください	お飲みください:1 お飲み|ください:1	train=2
お～	2	1	お～	お～:1 お|～:1	train=2
かき始めた	2	1	かき|始めた	かき|始めた:1 かき始めた:1	train=2
かくれた	2	1	か|くれた	か|くれた:1 かくれた:1	train=2
かしの	2	1	かしの	かしの:1 かし|の:1	train=2
かて	2	1	か|て	か|て:1 かて:1	train=2
かねている	2	1	かねている	かねている:1 かねて|いる:1	train=2
かねない	2	1	か|ねない	か|ねない:1 かねない:1	train=2
かばんだ	2	1	かばんだ	かばんだ:1 か|ばんだ:1	train=2
かび臭い	2	1	かび|臭い	かび|臭い:1 かび臭い:1	train=2
がち	2	1	が|ち	が|ち:1 がち:1	train=2
がてら	2	1	が|て|ら	が|て|ら:1 がてら:1	train=2
がります	2	1	がります	がります:1 が|ります:1	train=2
きさえ	2	1	きさえ	きさえ:1 き|さえ:1	train=2
きたようです	2	1	きたようです	きたようです:1 きた|よう|です:1	train=2
きてもらえません	2	1	きてもらえません	きてもらえません:1 きて|もらえません:1	train=2
きま～す	2	1	きま～す	きま～す:1 きま|～|す:1	train=2
くるなら	2	1	くる|なら	くる|なら:1 くるなら:1	train=2
こうたいごうたい	2	1	こうたいごうたい	こうたいごうたい:1 こう|たいごう|たい:1	train=2
こそ泥	2	1	こそ|泥	こそ|泥:1 こそ泥:1	train=2
こたえ始めた	2	1	こたえ始めた	こたえ始めた:1 こたえ|始めた:1	train=2
ご健在です	2	1	ご健在です	ご健在です:1 ご|健在です:1	train=2
ご参考	2	1	ご|参考	ご|参考:1 ご参考:1	train=2
ご存じでしょう	2	1	ご存じでしょう	ご存じでしょう:1 ご存じ|でしょう:1	train=2
ご苦労さん	2	1	ご苦労|さん	ご苦労|さん:1 ご苦労さん:1	train=2
ご説明	2	1	ご|説明	ご|説明:1 ご説明:1	train=2
ご返送	2	1	ご|返送	ご|返送:1 ご返送:1	train=2
させてもらえます	2	1	させてもらえます	させてもらえます:1 させて|もらえます:1	train=2
さんさんと	2	1	さんさん|と	さんさん|と:1 さんさんと:1	train=2
ざぶんと	2	1	ざぶんと	ざぶんと:1 ざぶん|と:1	train=2
ざまだ	2	1	ざま|だ	ざま|だ:1 ざまだ:1	train=2
しっている	2	1	しっている	しっている:1 しって|いる:1	train=2
してたかい	2	1	してたかい	してたかい:1 してた|かい:1	train=2
しまいに	2	1	しまいに	しまいに:1 しまい|に:1	train=2
しまったようです	2	1	しまった|よう|です	しまった|よう|です:1 しまったようです:1	train=2
しま～す	2	1	しま|～|す	しま|～|す:1 しま～す:1	train=2
しゃんと	2	1	しゃん|と	しゃん|と:1 しゃんと:1	train=2
しよ	2	1	しよ	しよ:1 し|よ:1	train=2
すぎている	2	1	すぎて|いる	すぎて|いる:1 すぎている:1	train=2
すすり泣いて	2	1	すすり|泣いて	すすり|泣いて:1 すすり泣いて:1	train=2
せねばならぬ	2	1	せねばならぬ	せねばならぬ:1 せねば|ならぬ:1	train=2
そうだっけ	2	1	そうだっけ	そうだっけ:1 そう|だっけ:1	train=2
その内	2	1	その|内	その|内:1 その内:1	train=2
そ～お	2	1	そ～|お	そ～|お:1 そ～お:1	train=2
たいごうたいで	2	1	たいごうたいで	たいごうたいで:1 たいごう|たい|で:1	train=2
たかっている	2	1	たかっている	たかっている:1 たかって|いる:1	train=2
たとえよう	2	1	たとえよう	たとえよう:1 たとえ|よう:1	train=2
たどりつく	2	1	たどりつく	たどりつく:1 たどりつ|く:1	train=2
たわんでいた	2	1	たわんで|いた	たわんで|いた:1 たわんでいた:1	train=2
たんじゃ	2	1	た|ん|じゃ	た|ん|じゃ:1 たんじゃ:1	train=2
だしな	2	1	だしな	だしな:1 だ|し|な:1	train=2
だまっていた	2	1	だまっていた	だまっていた:1 だまって|いた:1	train=2
だめだめ	2	1	だめだめ	だめだめ:1 だめ|だめ:1	train=2
だらしがない	2	1	だらし|が|ない	だらし|が|ない:1 だらしがない:1	train=2
ちょっとぉ	2	1	ちょっと|ぉ	ちょっと|ぉ:1 ちょっとぉ:1	train=2
っていうか	2	1	っていうか	っていうか:1 って|いう|か:1	train=2
つきましては	2	1	つきまして|は	つきまして|は:1 つきましては:1	train=2
つづり字	2	1	つづり|字	つづり|字:1 つづり字:1	train=2
つまっています	2	1	つまって|います	つまって|います:1 つまっています:1	train=2
でかけました	2	1	で|かけました	で|かけました:1 でかけました:1	train=2
できあがります	2	1	できあがります	できあがります:1 でき|あがります:1	train=2
ですます	2	1	ですます	ですます:1 で|すます:1	train=2
でなさい	2	1	で|なさい	で|なさい:1 でなさい:1	train=2
でぶっちょさん	2	1	でぶっちょさん	でぶっちょさん:1 で|ぶっちょさん:1	train=2
とかわいい	2	1	とかわいい	とかわいい:1 と|かわいい:1	train=2
ときまって	2	1	ときまって	ときまって:1 とき|まって:1	train=2
どう猛	2	1	どう|猛	どう|猛:1 どう猛:1	train=2
どが	2	1	ど|が	ど|が:1 どが:1	train=2
どれどれ	2	1	どれどれ	どれどれ:1 どれ|どれ:1	train=2
なが	2	1	なが	なが:1 な|が:1	train=2
なぎ倒された	2	1	なぎ|倒された	なぎ|倒された:1 なぎ倒された:1	train=2
なくなります	2	1	なく|なります	なく|なります:1 なくなります:1	train=2
なにっ	2	1	なに|っ	なに|っ:1 なにっ:1	train=2
なにー	2	1	なに|ー	なに|ー:1 なにー:1	train=2
ならず者	2	1	ならず者	ならず者:1 ならず|者:1	train=2
なるようだ	2	1	なる|よう|だ	なる|よう|だ:1 なるようだ:1	train=2
なーん	2	1	なー|ん	なー|ん:1 なーん:1	train=2
にいらない	2	1	にいらない	にいらない:1 に|いらない:1	train=2
におちいった	2	1	におちいった	におちいった:1 に|おちいった:1	train=2
にている	2	1	にて|いる	にて|いる:1 にている:1	train=2
ののしり始めた	2	1	ののしり始めた	ののしり始めた:1 ののしり|始めた:1	train=2
のらりくらり	2	1	のらりくらり	のらりくらり:1 の|らりくらり:1	train=2
はあてはまらない	2	1	はあてはまらない	はあてはまらない:1 は|あてはまらない:1	train=2
はくれない	2	1	は|くれない	は|くれない:1 はくれない:1	train=2
はねかして	2	1	はね|かして	はね|かして:1 はねかして:1	train=2
はほしい	2	1	は|ほしい	は|ほしい:1 はほしい:1	train=2
はまっている	2	1	はまっている	はまっている:1 はまって|いる:1	train=1,val=1
はみた	2	1	は|みた	は|みた:1 はみた:1	train=2
はやり	2	1	は|やり	は|やり:1 はやり:1	train=2
は伝えられない	2	1	は伝えられない	は伝えられない:1 は|伝えられない:1	train=2
は～	2	1	は～	は～:1 は|～:1	train=2
ひきおこした	2	1	ひき|おこした	ひき|おこした:1 ひきおこした:1	train=2
ひとも	2	1	ひとも	ひとも:1 ひ|と|も:1	train=2
ひな鳥	2	1	ひな鳥	ひな鳥:1 ひな|鳥:1	train=2
ひびき渡った	2	1	ひびき|渡った	ひびき|渡った:1 ひびき渡った:1	train=2
ひよこ豆	2	1	ひよこ|豆	ひよこ|豆:1 ひよこ豆:1	train=2
ひんして	2	1	ひん|して	ひん|して:1 ひんして:1	train=2
びしょ濡れだった	2	1	びしょ濡れだった	びしょ濡れだった:1 びしょ|濡れ|だった:1	train=2
びらかした	2	1	びらかした	びらかした:1 びらか|した:1	train=2
ふさぎ込む	2	1	ふさぎ込む	ふさぎ込む:1 ふさぎ|込む:1	train=2
ふとした	2	1	ふとした	ふとした:1 ふと|した:1	train=2
ほっておいて	2	1	ほって|おいて	ほって|おいて:1 ほっておいて:1	train=2
ぼうや	2	1	ぼう|や	ぼう|や:1 ぼうや:1	train=2
ぼーっと	2	1	ぼーっと	ぼーっと:1 ぼーっ|と:1	train=2
まきあげた	2	1	まき|あげた	まき|あげた:1 まきあげた:1	train=2
まじない師	2	1	まじない|師	まじない|師:1 まじない師:1	test=1,train=1
みせることが	2	1	みせることが	みせることが:1 みせる|こと|が:1	train=2
みどり色	2	1	みどり色	みどり色:1 みどり|色:1	train=2
もっ	2	1	もっ	もっ:1 も|っ:1	train=2
もつかなかった	2	1	も|つかなかった	も|つかなかった:1 もつかなかった:1	train=2
もてあそばれて	2	1	もて|あそばれて	もて|あそばれて:1 もてあそばれて:1	train=2
ものねだり	2	1	もの|ねだり	もの|ねだり:1 ものねだり:1	train=2
やきもち焼き	2	1	やきもち|焼き	やきもち|焼き:1 やきもち焼き:1	test=1,train=1
やけ食い	2	1	やけ食い	やけ食い:1 やけ|食い:1	train=2
やりすぎて	2	1	やり|すぎて	やり|すぎて:1 やりすぎて:1	train=1,val=1
やり通せ	2	1	やり|通せ	やり|通せ:1 やり通せ:1	train=2
よいようです	2	1	よい|よう|です	よい|よう|です:1 よいようです:1	train=2
よおっ	2	1	よ|おっ	よ|おっ:1 よおっ:1	train=2
よけいに	2	1	よけいに	よけいに:1 よけい|に:1	train=2
ろうあ者	2	1	ろうあ|者	ろうあ|者:1 ろうあ者:1	train=2
わかり始めた	2	1	わかり始めた	わかり始めた:1 わかり|始めた:1	train=2
をついだ	2	1	を|ついだ	を|ついだ:1 をついだ:1	train=2
をとらなかった	2	1	をとらなかった	をとらなかった:1 を|とらなかった:1	train=2
を使わなかった	2	1	を|使わなかった	を|使わなかった:1 を使わなかった:1	train=2
を手掛けて	2	1	を|手掛けて	を|手掛けて:1 を手掛けて:1	train=2
を探しました	2	1	を探しました	を探しました:1 を|探しました:1	train=2
アイスランド語	2	1	アイスランド語	アイスランド語:1 アイスランド|語:1	train=2
アジアゾウ	2	1	アジアゾウ	アジアゾウ:1 アジア|ゾウ:1	train=2
アフリカゾウ	2	1	アフリカゾウ	アフリカゾウ:1 アフリカ|ゾウ:1	train=2
アフリカ人	2	1	アフリカ人	アフリカ人:1 アフリカ|人:1	train=2
アラブ諸国	2	1	アラブ|諸国	アラブ|諸国:1 アラブ諸国:1	train=2
アレルギー体質	2	1	アレルギー|体質	アレルギー|体質:1 アレルギー体質:1	train=2
アンシュ・ナハリア	2	1	アンシュ・ナハリア	アンシュ・ナハリア:1 アンシュ|・|ナハリア:1	train=2
イエス・キリスト	2	1	イエス|・|キリスト	イエス|・|キリスト:1 イエス・キリスト:1	train=2
インカ帝国	2	1	インカ帝国	インカ帝国:1 インカ|帝国:1	train=2
イースト菌	2	1	イースト菌	イースト菌:1 イースト|菌:1	train=2
エル・シガリロ	2	1	エル・シガリロ	エル・シガリロ:1 エル|・|シガリロ:1	train=2
オスマン語	2	1	オスマン語	オスマン語:1 オスマン|語:1	train=2
オペラ歌手	2	1	オペラ歌手	オペラ歌手:1 オペラ|歌手:1	train=2
カール・コー	2	1	カール・コー	カール・コー:1 カール|・|コー:1	train=2
ガガ様	2	1	ガガ|様	ガガ|様:1 ガガ様:1	train=2
ギリシャ神話	2	1	ギリシャ神話	ギリシャ神話:1 ギリシャ|神話:1	train=2
クリスマスケーキ	2	1	クリスマス|ケーキ	クリスマス|ケーキ:1 クリスマスケーキ:1	train=2
クリスマス前	2	1	クリスマス前	クリスマス前:1 クリスマス|前:1	train=2
グッドタイミング	2	1	グッド|タイミング	グッド|タイミング:1 グッドタイミング:1	train=2
グリンダ・ザ・グッド	2	1	グリンダ|・|ザ|・|グッド	グリンダ|・|ザ|・|グッド:1 グリンダ・ザ・グッド:1	train=2
コーヒー牛乳	2	1	コーヒー牛乳	コーヒー牛乳:1 コーヒー|牛乳:1	train=2
ゴミ収集車	2	1	ゴミ収集車	ゴミ収集車:1 ゴミ|収集車:1	train=2
ジミー・マルカム	2	1	ジミー・マルカム	ジミー・マルカム:1 ジミー|・|マルカム:1	train=2
ジャガって	2	1	ジャガ|って	ジャガ|って:1 ジャガって:1	train=2
スパーク音	2	1	スパーク|音	スパーク|音:1 スパーク音:1	train=2
セール中	2	1	セール|中	セール|中:1 セール中:1	train=2
ダメダメ	2	1	ダメダメ	ダメダメ:1 ダメ|ダメ:1	train=2
チケット代	2	1	チケット代	チケット代:1 チケット|代:1	train=2
チョコレートアイスクリーム	2	1	チョコレート|アイスクリーム	チョコレート|アイスクリーム:1 チョコレートアイスクリーム:1	train=2
チョナンアサン駅	2	1	チョナンアサン|駅	チョナンアサン|駅:1 チョナンアサン駅:1	train=2
テスト文	2	1	テスト文	テスト文:1 テスト|文:1	train=2
